1	NM_131875.1	100.000	25	0	0	1	25	25	1	1.59e-06	50.1
1	NM_001098197.1	100.000	16	0	0	4	19	900	885	0.37	32.2
1	NM_001097586.1	100.000	16	0	0	4	19	790	775	0.37	32.2
1	XM_005162729.5	94.444	18	1	0	6	23	2592	2575	5.8	28.2
1	XM_683292.10	94.444	18	1	0	6	23	2595	2578	5.8	28.2
1	XM_021473760.2	94.444	18	1	0	6	23	2592	2575	5.8	28.2
1	XR_002456628.2	94.444	18	1	0	6	23	2608	2591	5.8	28.2
1	XM_021473759.2	94.444	18	1	0	6	23	2595	2578	5.8	28.2
1	NM_001161361.1	100.000	14	0	0	3	16	546	533	5.8	28.2
1	NM_001076740.2	94.444	18	1	0	6	23	238	221	5.8	28.2
1	XM_009300300.4	100.000	14	0	0	10	23	395	382	5.8	28.2
1	XM_021470057.2	100.000	13	0	0	4	16	1282	1270	23	26.3
1	XM_009298315.3	100.000	13	0	0	11	23	6733	6721	23	26.3
1	XM_017354392.2	100.000	13	0	0	11	23	6736	6724	23	26.3
1	XM_017354408.2	100.000	13	0	0	11	23	5467	5455	23	26.3
1	XM_009291786.4	100.000	13	0	0	7	19	1678	1666	23	26.3
1	NM_001386842.1	94.118	17	1	0	4	20	316	300	23	26.3
1	XM_009293608.4	94.118	17	1	0	4	20	264	248	23	26.3
1	XM_005167319.5	94.118	17	1	0	8	24	1690	1674	23	26.3
1	XM_002662424.7	100.000	13	0	0	3	15	752	740	23	26.3
1	XM_005164229.5	100.000	13	0	0	7	19	3601	3589	23	26.3
1	XM_009298313.3	100.000	13	0	0	11	23	6760	6748	23	26.3
1	XM_017354394.2	100.000	13	0	0	11	23	6715	6703	23	26.3
1	XM_003199567.6	100.000	13	0	0	12	24	96	84	23	26.3
1	XM_068213927.1	100.000	13	0	0	10	22	1525	1513	23	26.3
1	XM_009298312.3	100.000	13	0	0	11	23	6763	6751	23	26.3
1	XM_017354409.2	100.000	13	0	0	11	23	5455	5443	23	26.3
1	XM_005164228.5	100.000	13	0	0	7	19	3640	3628	23	26.3
1	XM_017354391.2	100.000	13	0	0	11	23	6748	6736	23	26.3
1	XM_009291915.4	100.000	13	0	0	3	15	1045	1033	23	26.3
1	XM_068217703.1	100.000	13	0	0	11	23	6730	6718	23	26.3
1	XM_003199023.6	100.000	13	0	0	11	23	1753	1741	23	26.3
1	NM_214733.2	100.000	13	0	0	10	22	1546	1534	23	26.3
1	XM_068215585.1	100.000	13	0	0	2	14	1152	1140	23	26.3
1	XR_011015407.1	100.000	13	0	0	1	13	5174	5162	23	26.3
1	XM_017354390.2	100.000	13	0	0	11	23	6769	6757	23	26.3
1	NM_001289881.1	100.000	13	0	0	7	19	1492	1480	23	26.3
1	XM_068221653.1	100.000	13	0	0	3	15	773	761	23	26.3
1	NM_001305664.1	100.000	13	0	0	3	15	1434	1422	23	26.3
1	XM_068217704.1	100.000	13	0	0	11	23	5524	5512	23	26.3
1	XM_005160328.5	100.000	13	0	0	7	19	1937	1925	23	26.3
1	XM_068217705.1	100.000	13	0	0	11	23	5512	5500	23	26.3
1	XM_009298310.3	100.000	13	0	0	11	23	6772	6760	23	26.3
1	XM_017354389.2	100.000	13	0	0	11	23	6775	6763	23	26.3
1	XM_009304280.4	94.118	17	1	0	8	24	1746	1730	23	26.3
1	XM_017354393.2	100.000	13	0	0	11	23	6727	6715	23	26.3
1	NM_212994.2	94.118	17	1	0	8	24	1762	1746	23	26.3
1	XM_021469032.2	100.000	13	0	0	2	14	3084	3072	23	26.3
1	XM_068222911.1	94.118	17	1	0	8	24	1717	1701	23	26.3
1	XM_017354396.2	100.000	13	0	0	11	23	6430	6418	23	26.3
1	NM_001277598.2	100.000	13	0	0	8	20	493	481	23	26.3
1	XM_017355348.3	100.000	13	0	0	11	23	1616	1604	23	26.3
1	XM_017354398.2	100.000	13	0	0	11	23	5539	5527	23	26.3
1	XM_017354406.2	100.000	13	0	0	11	23	6688	6676	23	26.3
1	XM_009298311.3	100.000	13	0	0	11	23	6772	6760	23	26.3
1	XM_005172403.4	100.000	13	0	0	11	23	6766	6754	23	26.3
1	XM_003200833.6	100.000	13	0	0	2	14	3017	3005	23	26.3
1	XM_068213576.1	100.000	13	0	0	3	15	1100	1088	23	26.3
1	XM_005168751.5	100.000	13	0	0	3	15	926	914	23	26.3
1	XM_017354402.2	100.000	13	0	0	11	23	5485	5473	23	26.3
1	XM_021469709.2	100.000	13	0	0	4	16	9649	9637	23	26.3
1	XM_005160329.5	100.000	13	0	0	7	19	1937	1925	23	26.3
1	XM_009298316.3	100.000	13	0	0	11	23	6730	6718	23	26.3
1	XM_009291912.4	100.000	13	0	0	3	15	1045	1033	23	26.3
1	XM_017354400.2	100.000	13	0	0	11	23	5494	5482	23	26.3
1	XM_068217706.1	100.000	13	0	0	11	23	5485	5473	23	26.3
1	XM_009298317.3	100.000	13	0	0	11	23	6718	6706	23	26.3
1	XM_017354399.2	100.000	13	0	0	11	23	5497	5485	23	26.3
1	XM_017354397.2	100.000	13	0	0	11	23	5542	5530	23	26.3
1	XM_001341025.8	100.000	13	0	0	6	18	44	32	23	26.3
1	XM_017354405.2	100.000	13	0	0	11	23	6676	6664	23	26.3
1	XM_068217707.1	100.000	13	0	0	11	23	5476	5464	23	26.3
1	XM_021481449.2	100.000	13	0	0	3	15	1104	1092	23	26.3
1	XM_017354395.2	100.000	13	0	0	11	23	6469	6457	23	26.3
1	XM_005170274.5	94.118	17	1	0	4	20	30	14	23	26.3
1	XM_021481448.2	100.000	13	0	0	3	15	1062	1050	23	26.3
1	XM_002665642.7	100.000	13	0	0	7	19	1937	1925	23	26.3
1	NM_001146097.1	100.000	13	0	0	3	15	1031	1019	23	26.3
1	XM_068224206.1	93.750	16	1	0	9	24	16195	16180	91	24.3
1	XM_068220791.1	100.000	12	0	0	2	13	4902	4891	91	24.3
1	XM_009305805.4	100.000	12	0	0	7	18	1325	1314	91	24.3
1	XM_009305805.4	100.000	12	0	0	2	13	6343	6332	91	24.3
1	XM_068224199.1	93.750	16	1	0	9	24	16231	16216	91	24.3
